zip,lat,lgt
15861,41.351936529,-78.082595976
15863,41.012889,-78.841718
15864,41.109246753,-79.198957945
15865,41.050797192,-78.819320563
15866,41.025206,-78.785192313
15868,41.28626477,-78.492723387
15870,41.580112091,-78.652833591
15901,40.325837263,-78.914064758
15902,40.306742942,-78.899671477
15904,40.287147261,-78.864363404
15905,40.302689184,-78.941934909
15906,40.351144638,-78.939972694
15907,40.326362,-78.917165
15909,40.384345584,-78.868927863
15920,40.457857119,-79.04682324
15923,40.35870281,-79.1560904
15924,40.120716985,-78.802231347
15926,40.080352009,-78.820029873
15927,40.539720855,-78.785582724
15928,40.23644263,-78.924366574
15929,40.5166,-78.9561
15931,40.494874217,-78.738239593
15935,40.216867671,-78.96296184
15936,40.159294275,-78.911376154
15938,40.425625098,-78.620630986
15940,40.516489179,-78.627676535
15942,40.409315676,-78.826888216
15943,40.473494613,-78.836568433
15944,40.383522407,-79.091126179
15945,40.359454118,-78.869688536
15946,40.383283082,-78.665476931
15949,40.40323781,-79.133558179
15952,40.298999483,-78.767342595
15953,40.210860107,-78.898006304
15954,40.423831176,-79.009751736
15955,40.326979889,-78.724048065
15956,40.355788884,-78.788024948
15957,40.540070523,-78.896884426
15958,40.387435588,-78.732764749
15961,40.465079922,-78.940399328
15963,40.235648651,-78.818638109
16001,40.878140513,-79.918558936
16002,40.814463463,-79.867278118
16003,40.857536,-79.89533
16020,41.110616077,-79.903604146
16023,40.778322686,-79.765875653
16025,40.945241817,-79.759112096
16028,40.974947723,-79.62603576
16029,40.877837222,-79.846584222
16033,40.787350422,-80.044694869
16034,40.858095112,-79.731609558
16036,41.1571,-79.6427
16037,40.837044343,-80.122487304
16038,41.156179589,-79.97074801
16040,41.096421446,-79.833590158
16041,41.001243535,-79.727759684
16045,40.851384747,-79.916016935
16046,40.690658884,-80.041642785
16049,41.098412876,-79.677445424
16050,41.039620793,-79.771084004
16051,40.944955695,-80.156140396
16052,40.903192753,-80.061022221
16053,40.824121089,-79.983192419
16055,40.714654821,-79.74811155
16056,40.737637944,-79.828811362
16057,41.047239387,-80.048253041
16059,40.695289957,-79.941293353
16061,40.998089459,-79.889770528
16063,40.78016394,-80.132438656
16066,40.703364133,-80.114973877
16101,40.990489963,-80.323707221
16102,40.971035754,-80.390438995
16105,41.037300858,-80.343097457
16110,41.500556982,-80.379542209
16111,41.5150872,-80.296844887
16112,40.97437361,-80.494818069
16114,41.404703137,-80.187342195
16115,40.79850813,-80.445973787
16116,41.035727414,-80.451917604
16117,40.859953768,-80.273367267
16120,40.888130178,-80.474033101
16121,41.21172867,-80.493280223
16123,40.822239176,-80.199896971
16124,41.330206038,-80.266008451
16125,41.399296457,-80.378946915
16127,41.161646458,-80.082420323
16130,41.432829447,-80.224171362
16131,41.545917147,-80.373428833
16132,41.006778,-80.496509
16133,41.272304584,-80.118621163
16134,41.515425802,-80.466244453
16137,41.234325409,-80.244445101
16141,40.866295965,-80.398483083
16142,41.129176306,-80.339053005
16143,41.099087449,-80.461949373
16145,41.379574648,-80.076854097
16146,41.232067235,-80.500182649
16148,41.232075361,-80.451182126
16150,41.267218546,-80.472333002
16151,41.4557,-80.2217
16153,41.327160992,-80.091643943
16154,41.32307617,-80.416590976
16156,41.100825785,-80.225983225
16157,40.883973298,-80.335500764
16159,41.166290362,-80.455890601
16201,40.810166674,-79.510717958
16210,40.898286861,-79.511560351
16214,41.204188562,-79.375566442
16217,41.353739863,-79.189240959
16218,40.923439761,-79.590293722
16222,40.863810013,-79.254259751
16224,41.055509319,-79.294996044
16226,40.75159012,-79.516919289
16228,40.760721322,-79.535520858
16229,40.696640343,-79.669867766
16232,41.227313688,-79.549104314
16233,41.3667415,-79.286740927
16235,41.314786725,-79.357435906
16238,40.786991,-79.520605667
16239,41.448446369,-79.147414335
16240,41.032407155,-79.230113246
16242,40.999783158,-79.346335551
16248,41.036954449,-79.506883962
16249,40.775873191,-79.316963939
16253,40.955735292,-79.343025692
16254,41.256273376,-79.446325045
16255,41.120172584,-79.465054978
16256,40.860972543,-79.135695815
16258,41.208135508,-79.297881896
16259,40.921007627,-79.454180156
16260,41.400660629,-79.223962042
16262,40.837947394,-79.64031716
16263,40.7991,-79.3523
16301,41.432348763,-79.694791278
16311,41.464471981,-80.029494019
16313,41.776014341,-79.119702362
16314,41.520331794,-80.064172447
16316,41.616885283,-80.300686507
16317,41.522825382,-79.847592838
16319,41.321199922,-79.632938777
16323,41.401336148,-79.834202178
16326,41.363761855,-79.43463188
16327,41.63523953,-79.968451388
16328,41.652914796,-79.725619022
16329,41.821672799,-79.278483228
16331,41.294876957,-79.569272913
16332,41.377175658,-79.359970053
16334,41.318814926,-79.445810516
16335,41.636780096,-80.152653294
16340,41.830168693,-79.415280425
16341,41.583609763,-79.5687427
16342,41.335784366,-79.932383986
16343,41.408919,-79.741098
16345,41.947537017,-79.123651212
16346,41.383979614,-79.688159828
16347,41.673462988,-79.03853787
16350,41.96556192,-79.329778894
16351,41.682494541,-79.394158171
16352,41.8682,-78.9442
16353,41.467819428,-79.402279115
16354,41.623637784,-79.691871519
16360,41.685811791,-79.889940649
16362,41.452865454,-79.961331006
16364,41.364476955,-79.517738959
16365,41.850700886,-79.150960746
16371,41.856155731,-79.322750234
16373,41.199621067,-79.704134957
16374,41.264129077,-79.813571791
16401,41.884172173,-80.376435908
16402,41.962519154,-79.470215054
16403,41.799370053,-80.037871521
16404,41.724121468,-79.789664799
16405,41.939544261,-79.548221466
16406,41.746655804,-80.350203429
16407,41.921464379,-79.646771247
16410,41.917369965,-80.318653038
16411,41.981679012,-80.426402487
16412,41.880718132,-80.143650412
16415,42.039293245,-80.229925576
16417,41.992383974,-80.31359983
16420,41.702317289,-79.540156365
16421,42.169620973,-79.945503865
16423,42.020278263,-80.340789743
16424,41.640480611,-80.455737598
16426,41.993116847,-80.140944503
16428,42.201904502,-79.834115054
16430,42.000192281,-80.430711562
16433,41.726523852,-80.140774445
16434,41.797435148,-79.676606613
16435,41.813299248,-80.370769421
16436,41.859995062,-79.49528531
16438,41.884519558,-79.847420086
16440,41.783876844,-80.118633728
16441,41.960863999,-79.996461585
16442,42.040415971,-79.838263829
16443,41.947456091,-80.468284305
16444,41.8719135,-80.1225375
16501,42.127054399,-80.084437358
16502,42.113860044,-80.097420015
16503,42.126928565,-80.064060294
16504,42.110888432,-80.050784028
16505,42.096961674,-80.159175089
16506,42.071812804,-80.146225101
16507,42.131337709,-80.086649816
16508,42.098625418,-80.091849946
16509,42.073686569,-80.070093279
16510,42.125803926,-80.001340904
16511,42.15841627,-80.012372115
16512,42.121737,-80.080061
16514,42.1185,-80.0314
16541,42.1262,-80.083
16546,42.1063,-80.0526
16601,40.523761694,-78.400621403
16602,40.505930855,-78.389583364
16603,40.515349,-78.401458
16611,40.560670207,-78.1001312
16613,40.551236464,-78.542988178
16616,40.767144123,-78.444201862
16617,40.601490516,-78.333327456
16621,40.255087138,-78.10690874
16622,40.317576944,-78.036742732
16623,40.28018285,-78.051048466
16625,40.28923411,-78.483028586
16627,40.751585982,-78.514903356
16629,40.536154333,-78.5153764
16630,40.463731966,-78.587743008
16635,40.423694749,-78.448482178
16636,40.603482018,-78.5219251
16637,40.347938702,-78.446094311
16638,40.333823744,-78.198974047
16639,40.683601279,-78.473908104
16640,40.698568363,-78.553160055
16641,40.488862647,-78.556569149
16645,40.798603614,-78.499139629
16646,40.673286082,-78.711461814
16647,40.41608727,-78.108790702
16648,40.436646903,-78.374700228
16650,40.126028435,-78.300361253
16651,40.8257227,-78.366044997
16652,40.494079474,-78.007438197
16655,40.2326807,-78.51268269
16656,40.802718379,-78.565134048
16657,40.329378346,-78.191367785
16659,40.16380535,-78.379583217
16661,40.829346644,-78.442714833
16662,40.305882022,-78.318844446
16664,40.177096727,-78.423032655
16666,40.858634884,-78.282073293
16667,40.175747507,-78.528648587
16668,40.632320569,-78.644731534
16669,40.626954726,-77.942536318
16670,40.259736149,-78.510209943
16673,40.32098634,-78.396159843
16674,40.182787725,-78.081289069
16675,40.667930079,-78.678516026
16678,40.219362422,-78.243019002
16679,40.157660815,-78.204307993
16680,40.757130548,-78.403685397
16682,40.271754136,-78.458518469
16683,40.641860754,-78.097771916
16685,40.282271944,-78.07409622
16686,40.666510022,-78.249773686
16689,40.097682972,-78.087596661
16691,40.089927092,-78.151062445
16692,40.755424487,-78.710472086
16693,40.453747629,-78.215522323
16695,40.217333929,-78.367719473
16701,41.955844744,-78.650981041
16720,41.611618217,-78.061037091
16726,41.81067551,-78.55856631
16727,41.982115101,-78.544347079
16729,41.955574029,-78.481278936
16731,41.947663573,-78.380971975
16732,41.861087444,-78.593093222
16735,41.662116591,-78.80244091
16738,41.820338743,-78.691654849
16740,41.708003331,-78.569626478
16743,41.813563609,-78.276351871
16744,41.877763448,-78.581011448
16745,41.936146907,-78.481139579
16746,41.784065468,-78.149807877
16748,41.950785979,-78.161040379
16749,41.807863551,-78.440391439
16750,41.882197817,-78.311802583
16801,40.789969189,-77.851974739
16802,40.797310727,-77.857102545
16803,40.806910322,-77.895481327
16804,40.791803,-77.860723
16820,40.905617216,-77.417242298
16821,40.965938115,-78.202218771
16822,41.092632751,-77.590658938
16823,40.907696819,-77.767696992
16827,40.780136426,-77.783207901
16828,40.823483146,-77.690268077
16829,41.054991083,-77.950455698
16830,41.021143719,-78.439951279
16832,40.870246586,-77.466470182
16833,40.962376586,-78.541184187
16836,41.101347789,-78.236505449
16837,40.946668722,-78.475167845
16838,40.978448139,-78.624515568
16839,41.002944776,-78.11423397
16840,40.926359508,-78.199667164
16841,41.0123931,-77.647377002
16844,40.893703862,-77.929355438
16845,41.111235118,-78.082043397
16850,41.088755158,-78.280823474
16852,40.929936048,-77.51319725
16853,40.942811645,-77.787733258
16854,40.886275913,-77.477227261
16858,40.980270314,-78.212532042
16859,41.038148401,-78.013275891
16860,40.954173946,-78.17171001
16861,40.872536867,-78.523590042
16863,40.91304916,-78.490024088
16864,41.107492226,-77.753734189
16865,40.723282104,-77.949665799
16866,40.894940951,-78.218886395
16868,40.733128667,-77.886501333
16870,40.801679896,-78.010186521
16871,41.175940854,-78.0528335
16872,40.947924,-77.422928097
16874,41.032459417,-77.948746028
16875,40.84061656,-77.5773348
16877,40.724822099,-78.083843698
16878,40.948680992,-78.317367227
16879,40.96606966,-78.145542962
16881,41.015298752,-78.322159003
16882,40.89440033,-77.389122979
16901,41.742947383,-77.300867988
16910,41.703569217,-76.830095
16912,41.675596793,-77.066982148
16914,41.86237374,-76.762661738
16915,41.781716528,-77.995356207
16917,41.738930835,-77.085654693
16920,41.988394518,-77.310999037
16921,41.731005954,-77.565896963
16922,41.708957834,-77.66179186
16923,41.948310764,-77.864401151
16925,41.958092878,-76.775870025
16926,41.712971981,-76.712080853
16927,41.953258549,-77.655080924
16928,41.953631775,-77.431664365
16929,41.982188852,-77.134488087
16930,41.564949451,-77.126387792
16932,41.780568847,-76.957376121
16933,41.80720527,-77.075281883
16935,41.864178292,-77.312470179
16936,41.953198281,-76.956957848
16937,41.960120284,-77.707212012
16938,41.559165397,-77.288278383
16941,41.988404879,-77.760321697
16942,41.96905435,-77.341845534
16943,41.848228412,-77.597732232
16945,41.833886812,-76.848565437
16946,41.921135011,-77.141044492
16947,41.779371454,-76.792744932
16948,41.882007819,-77.756339232
16950,41.907983067,-77.533559176
17001,40.249157,-76.922516
17002,40.526971879,-77.823821523
17003,40.33328598,-76.536375575
17004,40.603396612,-77.729139933
17005,40.604263,-76.805805667
17006,40.315445626,-77.527533669
17007,40.147808668,-77.123204516
17009,40.636267837,-77.562834444
17010,40.3091,-76.5828
17011,40.239722378,-76.929350633
17013,40.214325962,-77.191049802
17014,40.661274143,-77.197239778
17015,40.192220626,-77.207603985
17016,40.3404,-76.469
17017,40.638950757,-76.890592504
17018,40.381653903,-76.937267353
17019,40.102023375,-77.027211161
17020,40.407111142,-77.03762115
17021,40.346593841,-77.655959839
17022,40.155468389,-76.605070169
17023,40.561314298,-76.812484654
17024,40.405859601,-77.296285253
17025,40.292283222,-76.948593234
17026,40.453564615,-76.428880463
17027,40.156034462,-76.999487615
17028,40.383511013,-76.658513706
17029,40.552127429,-77.620150472
17030,40.609752457,-76.737130845
17032,40.475747453,-76.889967494
17033,40.275015118,-76.649014143
17034,40.208508006,-76.784957382
17035,40.42418486,-77.575980476
17036,40.270630601,-76.704228759
17037,40.437045803,-77.404474359
17038,40.428228309,-76.499454219
17039,40.2799,-76.2773
17040,40.329712153,-77.298595777
17041,40.2218945,-76.5351595
17042,40.319322582,-76.424455279
17043,40.245971744,-76.898704565
17044,40.598090846,-77.575910608
17045,40.589263507,-76.997571306
17046,40.358310056,-76.423626393
17047,40.367246381,-77.394508241
17048,40.57881849,-76.712441403
17049,40.645622266,-77.251977162
17050,40.247335068,-77.004879892
17051,40.473986065,-77.768550073
17052,40.321626952,-77.984460399
17053,40.334476385,-76.96703133
17055,40.191354599,-76.987924559
17056,40.5425,-77.3091
17057,40.204962347,-76.73614725
17058,40.533438264,-77.458947157
17059,40.580484042,-77.378050781
17060,40.462141532,-77.903530954
17061,40.54718413,-76.939218875
17062,40.549368604,-77.165161069
17063,40.72693704,-77.541993078
17064,40.247492254,-76.471419208
17065,40.11851183,-77.192552178
17066,40.37707552,-77.874969531
17067,40.386405504,-76.319236038
17068,40.408902057,-77.172014814
17069,40.4579,-76.9923
17070,40.215246563,-76.869493297
17072,40.2478,-77.0422
17073,40.319934265,-76.241628884
17074,40.477085692,-77.14234221
17076,40.617210844,-77.311204344
17077,40.404421488,-76.544590767
17078,40.298406787,-76.589959991
17080,40.640681268,-76.803473982
17082,40.508813846,-77.420391617
17083,40.3404,-76.469
17084,40.680031494,-77.603589034
17086,40.68135398,-77.114693611
17087,40.381460457,-76.259926135
17088,40.296475381,-76.293470938
17090,40.33054571,-77.176150368
17093,40.308467524,-76.929017775
17094,40.57730888,-77.234265959
17097,40.574728692,-76.694299615
17098,40.580657597,-76.621898643
17099,40.641991752,-77.578513532
17101,40.261217462,-76.882276073
17102,40.271443625,-76.890113107
17103,40.273361305,-76.862122017
17104,40.25983963,-76.858603385
17105,40.296971,-76.877763
17106,40.296971,-76.877763
17107,40.299,-76.8631
17108,40.2597,-76.8944
17109,40.291033185,-76.822551365
17110,40.30843248,-76.877265916
17111,40.269631385,-76.789523851
17112,40.334625709,-76.785569526
17113,40.234092672,-76.828248611
17201,39.939848206,-77.655479902
17202,39.926043981,-77.651511537
17210,40.181177946,-77.683554595
17211,39.752905645,-78.410183385
17212,39.815097144,-78.075419841
17213,40.243743659,-77.772220014
17214,39.728958229,-77.471183569
17215,40.096941552,-77.888322133
17217,40.249189255,-77.70289598
17219,40.222024203,-77.705286323
17220,40.186455379,-77.734341242
17221,40.067503995,-77.82382638
17222,39.898658129,-77.535909766
17223,40.061522943,-77.960745538
17224,39.953744134,-77.900479364
17225,39.779157873,-77.745409379
17228,39.993400957,-78.089412998
17229,40.072536977,-78.014557178
17232,40.106104,-77.644556056
17233,39.939291973,-77.997724382
17235,39.8759,-77.6853
17236,39.80920329,-77.916346311
17237,39.840752942,-77.556070609
17238,39.847846102,-78.136615608
17239,40.142699586,-77.83753582
17240,40.14632584,-77.568459532
17241,40.175202362,-77.397524354
17243,40.242131183,-77.883493858
17244,40.080132106,-77.649295372
17246,40.056451444,-77.676963349
17249,40.242612116,-77.900322636
17250,39.735936647,-77.523331588
17251,40.1194,-77.6241
17252,39.916748013,-77.791829934
17253,40.2003,-77.9786
17255,40.165718584,-77.862553989
17257,40.053090674,-77.516836367
17260,40.300867895,-77.894188183
17262,40.149719403,-77.746627761
17263,39.727038429,-77.717534143
17264,40.188664657,-77.984525607
17265,40.052218827,-77.762668302
17266,40.086746118,-77.410000536
17267,39.792590293,-78.23198137
17268,39.759870843,-77.572495668
17271,40.108174568,-77.803048735
17301,39.889512627,-76.983109909
17302,39.805204813,-76.40315761
17303,39.9177,-77.3005
17304,39.977027276,-77.230524617
17306,39.979454,-77.279832
17307,39.933390464,-77.294045333
17309,39.870783736,-76.458414008
17310,39.8665,-77.3521
17313,39.901067711,-76.646510191
17314,39.751043382,-76.342099929
17315,40.004975273,-76.847662796
17316,39.963119986,-77.008458225
17317,39.9833,-76.517
17318,40.019313945,-76.729571285
17319,40.156550769,-76.79802018
17320,39.759114387,-77.378736626
17321,39.748342751,-76.445794033
17322,39.851611645,-76.553520151
17323,40.06763855,-77.037511744
17324,40.038736359,-77.195931146
17325,39.827748264,-77.220947209
17327,39.783167476,-76.746255741
17329,39.760372404,-76.860133892
17331,39.794579828,-76.97871054
17339,40.146137792,-76.87439904
17340,39.748537554,-77.098044813
17344,39.804840964,-77.020061406
17345,40.069407305,-76.725154313
17347,40.05522665,-76.692181251
17349,39.742545683,-76.689418605
17350,39.873065174,-77.057067883
17352,39.759258209,-76.496305953
17353,39.883996707,-77.385492653
17355,39.757997538,-76.699008831
17356,39.906099872,-76.603922325
17360,39.856226497,-76.743703969
17361,39.763587023,-76.676394796
17362,39.860986649,-76.866954424
17363,39.764384176,-76.593475236
17364,39.928226147,-76.894141063
17365,40.05451183,-76.939318741
17366,39.924196595,-76.568313047
17368,39.996034572,-76.524123651
17370,40.121139768,-76.766102577
17371,39.899676466,-76.789035466
17372,40.00555847,-77.109789721
17401,39.958311477,-76.734536926
17402,39.961636576,-76.660922424
17403,39.946024206,-76.709943366
17404,39.985161286,-76.761667484
17405,39.96,-76.7253
17406,40.005164669,-76.665127376
17407,39.881424073,-76.715063422
17408,39.94956144,-76.803238229
17501,40.157553798,-76.20530798
17502,40.103236716,-76.671290913
17504,40.0678,-76.326
17505,40.054800886,-76.188577454
17506,40.1128,-76.0459
17507,40.1866,-75.9744
17508,40.124645189,-76.218114553
17509,39.928810516,-76.023948816
17512,40.039186494,-76.486633521
17516,39.94116459,-76.358853882
17517,40.229625755,-76.107435489
17518,39.814715927,-76.245709002
17519,40.134862936,-76.028951432
17520,40.10195234,-76.355274175
17522,40.178995146,-76.184466618
17527,40.00340273,-75.994940375
17529,40.033233299,-76.106693089
17532,39.86358028,-76.292013127
17534,40.041234431,-76.107761759
17535,40.005685672,-76.041581561
17536,39.839210949,-76.071301223
17538,40.089495616,-76.41427393
17540,40.093303432,-76.187663605
17543,40.15208299,-76.299548277
17545,40.169046934,-76.408161737
17547,40.065872459,-76.562300006
17550,40.074477991,-76.581831878
17551,39.998461842,-76.358949071
17552,40.109704328,-76.507836932
17554,40.040472229,-76.426785657
17555,40.123627241,-75.97063245
17557,40.099054581,-76.079016534
17560,39.910140612,-76.217595392
17562,39.984332215,-76.09931817
17563,39.76690619,-76.181476987
17565,39.904248631,-76.320735424
17566,39.881970956,-76.157088675
17567,40.2149,-76.1164
17568,39.9568,-76.2085
17569,40.26556102,-76.097542677
17572,40.009287915,-76.151033968
17576,40.036184415,-76.197469189
17578,40.220716744,-76.152134725
17579,39.971076395,-76.182281632
17581,40.128488429,-76.030839276
17582,39.99204826,-76.439619734
17584,39.969177414,-76.274411584
17601,40.074127395,-76.320888632
17602,40.032920496,-76.275674009
17603,40.030451117,-76.331740582
17604,40.059594,-76.334726
17605,40.0601,-76.2446
17608,40.040955,-76.30771
17701,41.25302603,-77.016057177
17702,41.218861695,-77.029083457
17703,41.244211,-77.006931
17720,41.2294,-77.0731
17721,41.185196521,-77.317103816
17723,41.405733701,-77.457183104
17724,41.655714353,-76.832178752
17727,41.521146976,-77.450768024
17728,41.317884694,-77.064244327
17729,41.460499941,-77.819074676
17730,41.1245,-76.8665
17731,41.394197167,-76.532117
17735,41.61922884,-76.84388884
17737,41.253030143,-76.712310354
17739,41.376937167,-77.425307733
17740,41.203276212,-77.261686527
17742,41.232853778,-76.606781889
17744,41.235419046,-77.158347041
17745,41.153082519,-77.434071388
17747,41.032634398,-77.313210303
17748,41.1379,-77.4507
17749,41.0779,-76.8305
17751,41.094382123,-77.482830742
17752,41.174402942,-76.894772887
17754,41.269184881,-76.907811573
17756,41.210349124,-76.761842029
17758,41.364280778,-76.54386774
17760,41.347553702,-77.686035214
17762,41.2407,-76.7295
17763,41.5020456,-76.957091
17764,41.333979511,-77.759684491
17765,41.58350696,-76.960762107
17768,41.545746743,-76.737593311
17769,41.41909805,-77.459346875
17771,41.422116036,-77.048926581
17772,41.108709241,-76.747895071
17774,41.246316445,-76.537859804
17776,41.392633458,-77.317809268
17777,41.097293637,-76.848609433
17778,41.289109211,-77.890823541
17779,41.1976,-77.3526
17801,40.855773021,-76.772379137
17810,41.122122486,-76.976227547
17812,40.748803521,-77.231560228
17813,40.773659885,-77.173831357
17814,41.233572896,-76.379458989
17815,41.011485311,-76.438290313
17820,40.918702014,-76.437305402
17821,40.97569311,-76.620018356
17823,40.718576078,-76.741318042
17824,40.860783685,-76.537437188
17827,40.763011413,-76.939669848
17829,40.9374,-77.2041
17830,40.688749685,-76.802299679
17831,40.8398,-76.8475
17832,40.804784329,-76.464974528
17834,40.792484043,-76.471550319
17835,40.9374,-77.2041
17836,40.714888311,-76.610999878
17837,40.962735978,-76.899789925
17840,40.7715871,-76.439870563
17841,40.704290047,-77.366444779
17842,40.805635223,-77.034772964
17844,40.928124035,-77.049591989
17845,40.883868568,-77.187871815
17846,41.131936205,-76.519172842
17847,41.012062115,-76.837061229
17850,40.970763531,-76.831183904
17851,40.797116487,-76.41564749
17853,40.697366822,-77.008641424
17855,40.881146448,-76.984890586
17856,41.051072681,-76.899653953
17857,40.904180123,-76.791154253
17859,41.101622863,-76.402948124
17860,40.833373871,-76.623946409
17861,40.7713,-77.0754
17862,40.836,-77.0944
17864,40.700705946,-76.897501669
17865,40.9751,-76.8054
17866,40.788042716,-76.562545981
17867,40.715439448,-76.687707418
17868,40.954881044,-76.633674143
17870,40.816197404,-76.869520442
17872,40.786500309,-76.563819579
17876,40.850669935,-76.822353899
17878,41.172088622,-76.321915909
17881,40.781471169,-76.674612019
17884,41.0574,-76.6516
17885,40.8526,-77.2344
17886,41.01533656,-76.874844998
17887,41.07789184,-76.96120476
17888,40.814471602,-76.373151287
17889,40.888115185,-76.89120192
17901,40.683540907,-76.213936511
17920,40.8152,-76.3511
17921,40.771470307,-76.350408174
17922,40.592838395,-76.151877433
17923,40.6619095,-76.3287595
17925,40.74945318,-76.068321053
17929,40.630296247,-76.193136153
17930,40.712699494,-76.138399529
17931,40.783682365,-76.232032782
17934,40.798908046,-76.213915008
17935,40.792677802,-76.285548121
17936,40.7503,-76.3402
17938,40.656004921,-76.499032862
17941,40.679499293,-76.629830862
17943,40.761,-76.3988
17945,40.761,-76.3988
17948,40.811745737,-76.139984707
17949,40.795021851,-76.235206913
17951,40.680767571,-76.240679607
17952,40.759594752,-76.056181358
17953,40.728607952,-76.08444475
17954,40.690852533,-76.261481029
17957,40.592572265,-76.518786914
17959,40.723526425,-76.116904885
17960,40.701994538,-75.941561388
17961,40.647272732,-76.079511475
17963,40.557626118,-76.376383883
17964,40.706237238,-76.52053373
17965,40.698085014,-76.165654319
17967,40.857711334,-76.220066677
17968,40.637923008,-76.598132539
17970,40.719035958,-76.190297031
17972,40.615337775,-76.190781816
17974,40.694700305,-76.236763729
17976,40.820529614,-76.204877579
17978,40.616500485,-76.663250388
17979,40.5503,-76.2081
17980,40.583750048,-76.550704614
17981,40.631296732,-76.395298142
17982,40.769286103,-76.037426206
17983,40.643747744,-76.542164879
17985,40.910450552,-76.196082537
18002,40.6671,-75.3865
18011,40.500730804,-75.619102641
18013,40.85951992,-75.19405132
18014,40.751802589,-75.398737214
18015,40.59830314,-75.37521
18016,40.62101,-75.36382
18017,40.651508063,-75.370108999
18018,40.627496902,-75.392638393
18020,40.661410159,-75.324986604
18031,40.547399125,-75.634351512
18032,40.655815523,-75.469154349
18034,40.54117322,-75.408735413
18035,40.750656416,-75.540219935
18036,40.511834983,-75.398657169
18037,40.676161604,-75.524415637
18038,40.790681456,-75.492703577
18039,40.57355,-75.2207
18040,40.726366641,-75.224270497
18041,40.409340388,-75.509488296
18042,40.681054588,-75.22092175
18043,40.67482,-75.2596
18044,40.68983,-75.207094
18045,40.683368993,-75.267739745
18046,40.543,-75.5627
18049,40.530063214,-75.499636371
18051,40.592558898,-75.664938287
18052,40.645782704,-75.493504172
18053,40.704536222,-75.694608578
18054,40.346818183,-75.455399422
18055,40.580944073,-75.324896526
18056,40.451257013,-75.554975618
18058,40.907275149,-75.493677645
18059,40.724988078,-75.533477553
18062,40.523970144,-75.568394411
18063,40.783210104,-75.185984596
18064,40.747977379,-75.319980224
18065,40.6677,-75.5
18066,40.660660748,-75.740250866
18067,40.699350179,-75.484837235
18069,40.622890559,-75.601096789
18070,40.429986164,-75.537179511
18071,40.817371736,-75.599337349
18072,40.857439002,-75.257765696
18073,40.39143002,-75.483155776
18074,40.313674054,-75.504842261
18076,40.376496977,-75.483761408
18077,40.575734994,-75.22649714
18078,40.678641676,-75.608749539
18079,40.744244034,-75.657760034
18080,40.737282573,-75.618537604
18081,40.5407,-75.2645
18083,40.75557652,-75.262076498
18084,40.332071796,-75.452411907
18085,40.740757416,-75.253598648
18086,40.7378,-75.5446
18087,40.550467064,-75.596682588
18088,40.761425666,-75.565936207
18091,40.834971999,-75.303821602
18092,40.472198841,-75.521200322
18101,40.601954329,-75.47148775
18102,40.606417257,-75.478311068
18103,40.57688306,-75.475114028
18104,40.599018796,-75.534486171
18105,40.603456,-75.467203
18106,40.564036397,-75.568855137
18109,40.624019701,-75.437581681
18201,40.957294249,-75.974411066
18202,40.966885224,-76.008218316
18210,40.997069429,-75.536012129
18211,40.749644661,-75.830374312
18214,40.813077746,-76.063070903
18216,40.937073526,-75.920219313
18218,40.822669657,-75.908179273
18219,40.99539651,-76.066292024
18220,40.836603555,-76.067871664
18221,41.02035,-75.89355
18222,41.032702128,-75.981912408
18224,41.018207863,-75.892502271
18229,40.906626768,-75.702832195
18230,40.923626,-75.942913
18231,40.8999,-75.9927
18232,40.831585237,-75.882012196
18234,40.9608,-75.9986
18235,40.832336148,-75.700239327
18237,40.897914746,-75.995709999
18240,40.858171277,-75.843557937
18241,40.9152,-76.1961
18245,40.850901149,-76.032201149
18248,40.911054,-76.11331
18249,40.989327948,-76.092119682
18250,40.825397885,-75.867846557
18252,40.797252393,-75.970190982
18254,40.915033844,-75.96559622
18255,40.942230165,-75.832134774
18301,41.01626904,-75.189828555
18302,41.085790517,-75.117425347
18320,41.0466,-75.2118
18321,41.017543853,-75.287945234
18322,40.924423504,-75.396886165
18323,41.194757143,-75.281985714
18324,41.136146528,-75.013467818
18325,41.208699583,-75.238574788
18326,41.15133077,-75.272546616
18327,40.983540228,-75.14272053
18328,41.234583096,-74.942765814
18330,40.974580334,-75.455009934
18331,40.912015091,-75.441381416
18332,41.085567037,-75.27293514
18333,40.897029219,-75.501784875
18334,41.081407813,-75.422295613
18335,40.995,-75.1843
18336,41.369545182,-74.716802553
18337,41.321612144,-74.892231476
18340,41.440599,-74.806631
18342,41.1728,-75.2585
18343,40.894601414,-75.108131706
18344,41.125641466,-75.35915446
18346,41.117305834,-75.401784495
18347,41.149620574,-75.558069545
18350,41.104279861,-75.484608893
18351,40.923141981,-75.103024093
18352,40.985953,-75.372739
18353,40.918586542,-75.372921389
18354,40.923368714,-75.328768363
18355,41.074856137,-75.354729564
18356,41.0153,-75.1145
18357,41.2038,-75.2123
18360,40.984092381,-75.252891493
18370,41.095514419,-75.322247678
18371,41.155222338,-75.0324596
18372,41.043728229,-75.317328739
18403,41.494950758,-75.554626569
18405,41.607350822,-75.105213764
18407,41.585041384,-75.510906234
18410,41.5014,-75.706
18411,41.487370958,-75.706737131
18413,41.6469,-75.4688
18414,41.53163554,-75.747092365
18415,41.743469284,-75.111915138
18417,41.801000776,-75.198992114
18419,41.563701858,-75.804661765
